atom_fdim,bond_fdim,global_fdim,shared_encoder,n_components,atom_messages,depth,hidden_dim,dropout,activation,bias,booster,comm_mode,aggregator,use_batch_norm,dynamic_depth,use_atom_residual,use_bond_residual,projection_config,prediction_type,ffn_groups,output_size,scaled_output,plot_lr,optimizer_class,optimizer_params,learning_rate,target_normalizer,cont_indices,per_indices,metrics,ignore_value,focus_target_idx,ffn_config,hybrid_t0,mixedmae_t0,mixedrmse_t0,mixedexplainedvariance_t0,mixedr2_t0,hybrid_t1,mixedmae_t1,mixedrmse_t1,mixedexplainedvariance_t1,mixedr2_t1,hybrid_t2,mixedmae_t2,mixedrmse_t2,mixedexplainedvariance_t2,mixedr2_t2,hybrid_t3,mixedmae_t3,mixedrmse_t3,mixedexplainedvariance_t3,mixedr2_t3,hybrid_t4,mixedmae_t4,mixedrmse_t4,mixedexplainedvariance_t4,mixedr2_t4,hybrid,mixedmae,mixedrmse,mixedexplainedvariance,mixedr2,logger_name,version,timestamp
144,158,0,True,2,False,3,2048,0.1,relu,False,attention,mlp,mean,False,uniform,True,True,,regression,"[[0, 1], [2], [3], [4]]",7,True,False,<class 'cmpnn.optimizer.noam.NoamLikeOptimizer'>,"{'init_lr': 0.0001, 'max_lr': 0.001, 'final_lr': 1e-05, 'warmup_steps': 1000, 'total_steps': 10000}",0.001,<cmpnn.standardisation.mix_target_normalizer.MixedTargetNormalizer object at 0x775cc8577040>,"[0, 1, 2]","[3, 4, 5, 6]","['Hybrid', 'MixedMAE', 'MixedRMSE', 'mixedexplainedvariance', 'mixedr2']",-10,,,0.12218666076660156,0.12218666076660156,0.14308689534664154,-0.28501832485198975,-0.6473602056503296,0.09823893755674362,0.09823893755674362,0.11953138560056686,0.04848349094390869,-0.8303220272064209,11.371133804321289,11.371133804321289,13.55103588104248,-0.10169649124145508,-2.5068438053131104,0.661384105682373,0.661384105682373,0.813255250453949,0.0072751641273498535,0.4777514934539795,0.762799084186554,0.762799084186554,0.8733837008476257,0.07604944705963135,0.35573798418045044,2.6031484603881836,2.422919273376465,1.5445990562438965,-0.04491851478815079,-0.630207359790802,multi_cmpnn,26,20250423_122421
144,158,0,True,2,False,3,2048,0.1,relu,False,attention,mlp,mean,False,uniform,True,True,,regression,"[[0, 1], [2], [3], [4]]",7,True,False,<class 'cmpnn.optimizer.noam.NoamLikeOptimizer'>,"{'init_lr': 0.0001, 'max_lr': 0.001, 'final_lr': 1e-05, 'warmup_steps': 1000, 'total_steps': 10000}",0.001,<cmpnn.standardisation.mix_target_normalizer.MixedTargetNormalizer object at 0x775cc8577040>,"[0, 1, 2]","[3, 4, 5, 6]","['Hybrid', 'MixedMAE', 'MixedRMSE', 'mixedexplainedvariance', 'mixedr2']",-10,,,0.1570865660905838,0.1570865660905838,0.17535173892974854,-0.3687170743942261,-1.474052906036377,0.091639943420887,0.091639943420887,0.11211782693862915,-0.21435058116912842,-0.6103228330612183,10.99288558959961,10.99288558959961,13.189162254333496,-0.07431840896606445,-2.322047472000122,1.0894348621368408,1.0894348621368408,1.0437599420547485,0.0006061792373657227,0.01145094633102417,0.8276774287223816,0.8276774287223816,0.9097678065299988,0.03430217504501343,0.2797648310661316,2.6317451000213623,2.474810838699341,1.5600414276123047,-0.11797977983951569,-0.8230416178703308,multi_cmpnn,28,20250423_123729
144,158,0,True,2,False,3,2048,0.1,relu,False,attention,mlp,mean,False,uniform,True,True,,regression,"[[0, 1], [2], [3], [4]]",7,True,False,<class 'cmpnn.optimizer.noam.NoamLikeOptimizer'>,"{'init_lr': 1e-05, 'max_lr': 0.0005, 'final_lr': 5e-06, 'warmup_steps': 1000, 'total_steps': 2300}",0.001,<cmpnn.standardisation.mix_target_normalizer.MixedTargetNormalizer object at 0x775cc8577040>,"[0, 1, 2]","[3, 4, 5, 6]","['Hybrid', 'MixedMAE', 'MixedRMSE', 'mixedexplainedvariance', 'mixedr2']",-10,,,0.07830944657325745,0.07830944657325745,0.1163889691233635,0.008300483226776123,-0.08996474742889404,0.0688774436712265,0.0688774436712265,0.09206680208444595,-0.02400648593902588,-0.08584976196289062,4.961404323577881,4.961404323577881,7.564038276672363,-0.0007290840148925781,-0.0926443338394165,0.377428263425827,0.377428263425827,0.6143519282341003,0.05981564521789551,0.706502377986908,0.4533778429031372,0.4533778429031372,0.6733334064483643,0.08067542314529419,0.6330031752586365,1.1878794431686401,1.095037579536438,1.0344103574752808,0.031066644936800003,0.21420934796333313,multi_cmpnn,31,20250423_131241
144,158,0,True,2,False,3,512,0.1,relu,False,attention,mlp,mean,False,uniform,True,True,,regression,"[[0, 1], [2], [3], [4]]",7,True,False,<class 'cmpnn.optimizer.noam.NoamLikeOptimizer'>,"{'init_lr': 1e-05, 'max_lr': 0.0005, 'final_lr': 5e-06, 'warmup_steps': 1000, 'total_steps': 100000}",0.001,<cmpnn.standardisation.mix_target_normalizer.MixedTargetNormalizer object at 0x7ac33ec1d5a0>,"[0, 1]",,"[3, 4, 5, 6]","[CompositeLoss(cont_indices=[0, 1, 2], per_indices=[3, 4, 5, 6], metrics=[MAE,RMSE,R2], cont_fn=ContinuousLossMAE, per_fn=PeriodicLossMAE)]",-10,,,"{'MAE': tensor(27.3583, device='cuda:0'), 'RMSE': tensor(35.4272, device='cuda:0'), 'R2': tensor(1.6403, device='cuda:0')}",multi_cmpnn,50,20250425_151425
144,158,0,True,2,False,3,512,0.1,relu,False,attention,mlp,mean,False,uniform,True,True,,regression,"[[0, 1], [2], [3], [4]]",7,True,False,<class 'cmpnn.optimizer.noam.NoamLikeOptimizer'>,"{'init_lr': 1e-05, 'max_lr': 0.0005, 'final_lr': 5e-06, 'warmup_steps': 1000, 'total_steps': 100000}",0.001,<cmpnn.standardisation.mix_target_normalizer.MixedTargetNormalizer object at 0x7ac33ec1d5a0>,"[0, 1]",,"[3, 4, 5, 6]","[CompositeLoss(cont_indices=[0, 1, 2], per_indices=[3, 4, 5, 6], metrics=[MAE,RMSE,R2], cont_fn=ContinuousLossMAE, per_fn=PeriodicLossMAE)]",-10,,,"{'MAE': tensor(27.3583, device='cuda:0'), 'RMSE': tensor(35.4272, device='cuda:0'), 'R2': tensor(1.6403, device='cuda:0')}",multi_cmpnn,50,20250425_151635
144,158,0,True,2,False,3,512,0.1,relu,False,attention,mlp,mean,False,uniform,True,True,,regression,"[[0, 1], [2], [3], [4]]",7,True,False,<class 'cmpnn.optimizer.noam.NoamLikeOptimizer'>,"{'init_lr': 1e-05, 'max_lr': 0.0005, 'final_lr': 5e-06, 'warmup_steps': 1000, 'total_steps': 100000}",0.001,<cmpnn.standardisation.mix_target_normalizer.MixedTargetNormalizer object at 0x7ac33ec1d5a0>,"[0, 1]",,"[3, 4, 5, 6]","[CompositeLoss(cont_indices=[0, 1, 2], per_indices=[3, 4, 5, 6], metrics=[MAE,RMSE,R2], cont_fn=ContinuousLossMAE, per_fn=PeriodicLossMAE)]",-10,,,"{'MAE': tensor(27.3583, device='cuda:0'), 'RMSE': tensor(35.4272, device='cuda:0'), 'R2': tensor(1.6403, device='cuda:0')}",multi_cmpnn,50,20250425_151655
144,158,0,True,2,False,3,512,0.1,relu,False,attention,mlp,mean,False,uniform,True,True,,regression,"[[0, 1], [2], [3], [4]]",7,True,False,<class 'cmpnn.optimizer.noam.NoamLikeOptimizer'>,"{'init_lr': 1e-05, 'max_lr': 0.0005, 'final_lr': 5e-06, 'warmup_steps': 1000, 'total_steps': 100000}",0.001,<cmpnn.standardisation.mix_target_normalizer.MixedTargetNormalizer object at 0x7ac33ec1d5a0>,"[0, 1]",,"[3, 4, 5, 6]","[CompositeLoss(cont_indices=[0, 1, 2], per_indices=[3, 4, 5, 6], metrics=[MAE,RMSE,R2], cont_fn=ContinuousLossMAE, per_fn=PeriodicLossMAE)]",-10,,,"{'MAE': tensor(27.3583, device='cuda:0'), 'RMSE': tensor(35.4272, device='cuda:0'), 'R2': tensor(1.6403, device='cuda:0')}",multi_cmpnn,50,20250425_151707
144,158,0,True,2,False,3,512,0.1,relu,False,attention,mlp,mean,False,uniform,True,True,,regression,"[[0, 1], [2], [3], [4]]",7,True,False,<class 'cmpnn.optimizer.noam.NoamLikeOptimizer'>,"{'init_lr': 1e-05, 'max_lr': 0.0005, 'final_lr': 5e-06, 'warmup_steps': 1000, 'total_steps': 100000}",0.001,<cmpnn.standardisation.mix_target_normalizer.MixedTargetNormalizer object at 0x7ac33ec1d5a0>,"[0, 1]",,"[3, 4, 5, 6]","[CompositeLoss(cont_indices=[0, 1, 2], per_indices=[3, 4, 5, 6], metrics=[MAE,RMSE,R2], cont_fn=ContinuousLossMAE, per_fn=PeriodicLossMAE)]",-10,,,"{'MAE': tensor(28.0529, device='cuda:0'), 'RMSE': tensor(42.8054, device='cuda:0'), 'R2': tensor(1.4123, device='cuda:0')}",multi_cmpnn,50,20250425_152529
144,158,0,True,2,False,3,512,0.1,relu,False,attention,mlp,mean,False,uniform,True,True,,regression,"[[0, 1], [2], [3], [4]]",7,True,False,<class 'cmpnn.optimizer.noam.NoamLikeOptimizer'>,"{'init_lr': 1e-05, 'max_lr': 0.0005, 'final_lr': 5e-06, 'warmup_steps': 1000, 'total_steps': 100000}",0.001,<cmpnn.standardisation.mix_target_normalizer.MixedTargetNormalizer object at 0x7ac33ec1d5a0>,"[0, 1]",,"[3, 4, 5, 6]","[CompositeLoss(cont_indices=[0, 1, 2], per_indices=[3, 4, 5, 6], metrics=[MAE,RMSE,R2], cont_fn=ContinuousLossMAE, per_fn=PeriodicLossMAE)]",-10,,,"{'MAE': tensor(28.0529, device='cuda:0'), 'RMSE': tensor(42.8054, device='cuda:0'), 'R2': tensor(1.4123, device='cuda:0')}",multi_cmpnn,50,20250425_153354
144,158,0,True,2,False,3,512,0.1,relu,False,attention,mlp,mean,False,uniform,True,True,,regression,"[[0, 1], [2], [3], [4]]",7,True,False,<class 'cmpnn.optimizer.noam.NoamLikeOptimizer'>,"{'init_lr': 1e-05, 'max_lr': 0.0005, 'final_lr': 5e-06, 'warmup_steps': 1000, 'total_steps': 100000}",0.001,<cmpnn.standardisation.mix_target_normalizer.MixedTargetNormalizer object at 0x7ac33ec1d5a0>,"[0, 1]",,"[3, 4, 5, 6]","[CompositeLoss(cont_indices=[0, 1, 2], per_indices=[3, 4, 5, 6], metrics=[MAE,RMSE,R2], cont_fn=ContinuousLossMAE, per_fn=PeriodicLossMAE)]",-10,,,"{'MAE': tensor(28.0529, device='cuda:0'), 'RMSE': tensor(42.8054, device='cuda:0'), 'R2': tensor(1.4123, device='cuda:0')}",multi_cmpnn,50,20250425_153739
